"metrica","media","desviacion_media"
"pctCorrect",59.36559139784946,0.6559139784946233
"kappa",0.4133266441734758,0.009727732552369755
"weightedFMeasure",0.5808132299780949,0.006963645888595882
"weightedAreaUnderPRC",0.6497628704389695,0.0023099858694390794
"weightedAreaUnderROC",0.8346546642716287,0.0013364449841761327
