areaUnderPRC,areaUnderROC,avgCost,correct,coverageOfTestCasesByPredictedRegions,errorRate,falseNegativeRate,falsePositiveRate,fMeasure,incorrect,kappa,KBInformation,KBMeanInformation,meanAbsoluteError,numFalseNegatives,numFalsePositives,numInstances,numTrueNegatives,numTruePositives,pctCorrect,pctIncorrect,pctUnclassified,precision,recall,relativeAbsoluteError,rootMeanSquaredError,totalCost,trueNegativeRate,truePositiveRate,unclassified,weightedAreaUnderPRC,weightedAreaUnderROC,weightedFalseNegativeRate,weightedFalsePositiveRate,weightedFMeasure,weightedRecall,weightedTrueNegativeRate,weightedTruePositiveRate,key_fold
NaN,NaN,0.0,509.0,54.73118279569893,0.45268817204301076,NaN,0.0,NaN,421.0,0.3642001471240178,730.9390545835543,0.7859559726704884,0.18190023752969203,0.0,0.0,930.0,930.0,0.0,54.73118279569893,45.26881720430107,0.0,NaN,NaN,63.821699202088055,0.42427071786233417,0.0,1.0,NaN,0.0,0.43678029775064,0.6947274968786524,0.45268817204301076,0.15785683419968433,0.5472053063592001,0.5473118279569893,0.8421431658003157,0.5473118279569893,1
NaN,NaN,0.0,521.0,56.02150537634409,0.4397849462365591,NaN,0.0,NaN,409.0,0.38130294473578047,763.2858579597619,0.8207374816771633,0.1767695961995262,0.0,0.0,930.0,930.0,0.0,56.02150537634409,43.97849462365591,0.0,NaN,NaN,62.0215572554112,0.4181805838453696,0.0,1.0,NaN,0.0,0.4443490257551439,0.7021177461839856,0.4397849462365591,0.1559795613954696,0.559314710080481,0.5602150537634408,0.8440204386045305,0.5602150537634408,2
NaN,NaN,0.0,523.0,56.236559139784944,0.4376344086021505,NaN,0.0,NaN,407.0,0.38518239377824265,764.2501555803303,0.8217743608390649,0.17591448931116513,0.0,0.0,930.0,930.0,0.0,56.236559139784944,43.763440860215056,0.0,NaN,NaN,61.72153359763193,0.41715691749855116,0.0,1.0,NaN,0.0,0.44951583770993425,0.7056117159930612,0.4376344086021505,0.15114215941172698,0.5623018961915959,0.5623655913978495,0.8488578405882731,0.5623655913978495,3
NaN,NaN,0.0,521.0,56.02150537634409,0.4397849462365591,NaN,0.0,NaN,409.0,0.38283283250799915,762.3077452293161,0.8196857475584044,0.17676959619952617,0.0,0.0,930.0,930.0,0.0,56.02150537634409,43.97849462365591,0.0,NaN,NaN,62.02155725541124,0.4181805838453694,0.0,1.0,NaN,0.0,0.4466807152274077,0.7041126188574923,0.4397849462365591,0.15198981604845604,0.5600770428396742,0.5602150537634408,0.848010183951544,0.5602150537634408,4
NaN,NaN,0.0,523.0,56.236559139784944,0.4376344086021505,NaN,0.0,NaN,407.0,0.3846636548225001,767.1372792969192,0.8248787949429239,0.17591448931116527,0.0,0.0,930.0,930.0,0.0,56.236559139784944,43.763440860215056,0.0,NaN,NaN,61.7215335976319,0.4171569174985517,0.0,1.0,NaN,0.0,0.447790868374725,0.7042772342721697,0.4376344086021505,0.15381112285351034,0.5622585640216083,0.5623655913978495,0.8461888771464896,0.5623655913978495,5
NaN,NaN,0.0,518.0,55.69892473118279,0.443010752688172,NaN,0.0,NaN,412.0,0.37846628006001876,753.9903391047662,0.8107423001126519,0.17805225653206758,0.0,0.0,930.0,930.0,0.0,55.69892473118279,44.30107526881721,0.0,NaN,NaN,62.47159274208047,0.4197114020821868,0.0,1.0,NaN,0.0,0.44581513676023254,0.702426920745396,0.443010752688172,0.15213540582103574,0.5575264699842744,0.556989247311828,0.8478645941789642,0.556989247311828,6
NaN,NaN,0.0,526.0,56.55913978494624,0.4344086021505376,NaN,0.0,NaN,404.0,0.39007780679953175,771.8423570325438,0.8299380183145632,0.17463182897862362,0.0,0.0,930.0,930.0,0.0,56.55913978494624,43.44086021505376,0.0,NaN,NaN,61.27149811096246,0.41561669057480266,0.0,1.0,NaN,0.0,0.45196522942124656,0.7084163399390246,0.4344086021505376,0.1487587179714132,0.5651844131685692,0.5655913978494623,0.8512412820285868,0.5655913978494623,7
NaN,NaN,0.0,512.0,55.053763440860216,0.44946236559139785,NaN,0.0,NaN,418.0,0.3677523444590098,733.7914150578789,0.7890230269439558,0.18061757719715096,0.0,0.0,930.0,930.0,0.0,55.053763440860216,44.946236559139784,0.0,NaN,NaN,63.37166371541887,0.42275640941667475,0.0,1.0,NaN,0.0,0.43897725786711445,0.6971146651502587,0.44946236559139785,0.15630830410808474,0.5496336305251844,0.5505376344086022,0.8436916958919153,0.5505376344086022,8
NaN,NaN,0.0,516.0,55.483870967741936,0.44516129032258067,NaN,0.0,NaN,414.0,0.37393594965730864,745.688410478022,0.801815495137658,0.1789073634204287,0.0,0.0,930.0,930.0,0.0,55.483870967741936,44.516129032258064,0.0,NaN,NaN,62.77161639985981,0.42072885321327413,0.0,1.0,NaN,0.0,0.44257144866234255,0.6999934652390166,0.44516129032258067,0.15485177919938634,0.5540559044798093,0.5548387096774193,0.8451482208006136,0.5548387096774193,9
NaN,NaN,0.0,508.0,54.623655913978496,0.45376344086021503,NaN,0.0,NaN,422.0,0.36337121593080557,728.6299465594393,0.7834730608166014,0.18232779097387275,0.0,0.0,930.0,930.0,0.0,54.623655913978496,45.376344086021504,0.0,NaN,NaN,63.971711030977936,0.4247742876865329,0.0,1.0,NaN,0.0,0.4370727221982964,0.6943435123990143,0.45376344086021503,0.15754953434175625,0.5465310236304883,0.546236559139785,0.8424504656582438,0.546236559139785,10
