areaUnderPRC,areaUnderROC,avgCost,correct,coverageOfTestCasesByPredictedRegions,errorRate,falseNegativeRate,falsePositiveRate,fMeasure,incorrect,kappa,KBInformation,KBMeanInformation,meanAbsoluteError,numFalseNegatives,numFalsePositives,numInstances,numTrueNegatives,numTruePositives,pctCorrect,pctIncorrect,pctUnclassified,precision,recall,relativeAbsoluteError,rootMeanSquaredError,totalCost,trueNegativeRate,truePositiveRate,unclassified,weightedAreaUnderPRC,weightedAreaUnderROC,weightedFalseNegativeRate,weightedFalsePositiveRate,weightedFMeasure,weightedRecall,weightedTrueNegativeRate,weightedTruePositiveRate,key_fold
NaN,NaN,0.0,475.0,95.26881720430107,0.489247311827957,NaN,0.0,NaN,455.0,0.28493090960708795,467.2051560830555,0.5023711355731779,0.23833246953347745,0.0,0.0,930.0,930.0,0.0,51.075268817204304,48.924731182795696,0.0,NaN,NaN,83.62156854343591,0.3530063251774845,0.0,1.0,NaN,0.0,0.5004766381397543,0.7373250584370212,0.489247311827957,0.21810056820839901,0.4912884270874296,0.510752688172043,0.7818994317916009,0.510752688172043,1
NaN,NaN,0.0,481.0,95.80645161290323,0.4827956989247312,NaN,0.0,NaN,449.0,0.3034126225496329,465.5686444393788,0.5006114456337406,0.23930374186134654,0.0,0.0,930.0,930.0,0.0,51.72043010752688,48.27956989247312,0.0,NaN,NaN,83.96235012346217,0.35214370409526335,0.0,1.0,NaN,0.0,0.5109000123236047,0.7398479562925807,0.4827956989247312,0.20148763979920176,0.504601977449268,0.5172043010752688,0.7985123602007982,0.5172043010752688,2
NaN,NaN,0.0,468.0,95.05376344086021,0.4967741935483871,NaN,0.0,NaN,462.0,0.2872605664292859,454.34192030407996,0.4885396992516989,0.2393881516706917,0.0,0.0,930.0,930.0,0.0,50.32258064516129,49.67741935483871,0.0,NaN,NaN,83.99196623356156,0.35525953982854636,0.0,1.0,NaN,0.0,0.5002776508768152,0.7349373091213802,0.4967741935483871,0.1987616600752545,0.49080665216785707,0.5032258064516129,0.8012383399247456,0.5032258064516129,3
NaN,NaN,0.0,483.0,95.3763440860215,0.4806451612903226,NaN,0.0,NaN,447.0,0.3019858587113663,466.2145498495812,0.5013059675801949,0.2382375300641593,0.0,0.0,930.0,930.0,0.0,51.935483870967744,48.064516129032256,0.0,NaN,NaN,83.58825798631098,0.35325638775564683,0.0,1.0,NaN,0.0,0.5009615625412419,0.7424307809884878,0.4806451612903226,0.20144215623950232,0.5032517252605208,0.5193548387096775,0.7985578437604977,0.5193548387096775,4
NaN,NaN,0.0,452.0,95.6989247311828,0.513978494623656,NaN,0.0,NaN,478.0,0.25630743441623294,430.6998916366647,0.46311816305017706,0.2418706990487412,0.0,0.0,930.0,930.0,0.0,48.60215053763441,51.39784946236559,0.0,NaN,NaN,84.86299528865514,0.3563479655847441,0.0,1.0,NaN,0.0,0.49208260282230204,0.7302669919366569,0.513978494623656,0.21842877502844946,0.4711759288747729,0.4860215053763441,0.7815712249715506,0.4860215053763441,5
NaN,NaN,0.0,492.0,96.34408602150538,0.47096774193548385,NaN,0.0,NaN,438.0,0.3060044399087484,467.3763762203258,0.5025552432476622,0.23850246825530566,0.0,0.0,930.0,930.0,0.0,52.903225806451616,47.096774193548384,0.0,NaN,NaN,83.68121446493983,0.35313416273189513,0.0,1.0,NaN,0.0,0.49181980350568294,0.7397517176637596,0.47096774193548385,0.21597131548730977,0.5061065749957463,0.5290322580645161,0.7840286845126901,0.5290322580645161,6
NaN,NaN,0.0,462.0,95.48387096774194,0.5032258064516129,NaN,0.0,NaN,468.0,0.26663442760786743,434.1269888377407,0.4668032138040223,0.2416355720794375,0.0,0.0,930.0,930.0,0.0,49.67741935483871,50.32258064516129,0.0,NaN,NaN,84.78049840512688,0.3577485188796727,0.0,1.0,NaN,0.0,0.4890745019724733,0.7242804919143397,0.5032258064516129,0.22136831972651505,0.47785543482291826,0.4967741935483871,0.778631680273485,0.4967741935483871,7
NaN,NaN,0.0,470.0,95.91397849462365,0.4946236559139785,NaN,0.0,NaN,460.0,0.27614580636646513,466.282473620785,0.5013790038933172,0.23681211633374324,0.0,0.0,930.0,930.0,0.0,50.53763440860215,49.46236559139785,0.0,NaN,NaN,83.08813589973984,0.3517170675990728,0.0,1.0,NaN,0.0,0.5177276397430268,0.7443599366169935,0.4946236559139785,0.21987440724919557,0.48508891806898013,0.5053763440860215,0.7801255927508044,0.5053763440860215,8
NaN,NaN,0.0,469.0,96.12903225806451,0.4956989247311828,NaN,0.0,NaN,461.0,0.26783033706138215,454.0161795810038,0.48818944040968154,0.2389270472251404,0.0,0.0,930.0,930.0,0.0,50.43010752688172,49.56989247311828,0.0,NaN,NaN,83.83018266678653,0.3547175806698709,0.0,1.0,NaN,0.0,0.5078819671460019,0.7329288915198736,0.4956989247311828,0.22999597070252675,0.47816763343550067,0.5043010752688172,0.7700040292974732,0.5043010752688172,9
NaN,NaN,0.0,463.0,95.59139784946237,0.5021505376344086,NaN,0.0,NaN,467.0,0.2572367723465168,438.3140154237355,0.47130539292874785,0.24139868915905335,0.0,0.0,930.0,930.0,0.0,49.784946236559136,50.215053763440864,0.0,NaN,NaN,84.69738542684772,0.3556926176629063,0.0,1.0,NaN,0.0,0.49539657232470735,0.7274560270295354,0.5021505376344086,0.23734273491794125,0.4759385137918698,0.4978494623655914,0.7626572650820588,0.4978494623655914,10
