areaUnderPRC,areaUnderROC,avgCost,correct,coverageOfTestCasesByPredictedRegions,errorRate,falseNegativeRate,falsePositiveRate,fMeasure,incorrect,kappa,KBInformation,KBMeanInformation,meanAbsoluteError,numFalseNegatives,numFalsePositives,numInstances,numTrueNegatives,numTruePositives,pctCorrect,pctIncorrect,pctUnclassified,precision,recall,relativeAbsoluteError,rootMeanSquaredError,totalCost,trueNegativeRate,truePositiveRate,unclassified,weightedAreaUnderPRC,weightedAreaUnderROC,weightedFalseNegativeRate,weightedFalsePositiveRate,weightedFMeasure,weightedRecall,weightedTrueNegativeRate,weightedTruePositiveRate,key_fold
NaN,NaN,0.0,512.0,91.50537634408602,0.44946236559139785,NaN,0.0,NaN,418.0,0.34943485144140496,590.0199235267349,0.6344300252975644,0.22004848888249146,0.0,0.0,930.0,930.0,0.0,55.053763440860216,44.946236559139784,0.0,NaN,NaN,77.20643281205156,0.3446088185659073,0.0,1.0,NaN,0.0,0.5492882533236064,0.7764264832243547,0.44946236559139785,0.17953744171319605,0.5365205332887795,0.5505376344086022,0.8204625582868039,0.5505376344086022,1
NaN,NaN,0.0,503.0,91.39784946236558,0.4591397849462366,NaN,0.0,NaN,427.0,0.33954246463705695,587.7636586138124,0.6320039339933466,0.2205999267562595,0.0,0.0,930.0,930.0,0.0,54.086021505376344,45.913978494623656,0.0,NaN,NaN,77.39991085576479,0.34682881158192785,0.0,1.0,NaN,0.0,0.5607404331584478,0.771489614176333,0.4591397849462366,0.18058345924647293,0.5292238201811116,0.5408602150537635,0.819416540753527,0.5408602150537635,2
NaN,NaN,0.0,511.0,91.39784946236558,0.4505376344086022,NaN,0.0,NaN,419.0,0.3510010542672842,588.2716306441404,0.6325501404775703,0.2198548206514,0.0,0.0,930.0,930.0,0.0,54.946236559139784,45.053763440860216,0.0,NaN,NaN,77.13848218286284,0.34673393189647655,0.0,1.0,NaN,0.0,0.5491798231275435,0.7725015241539094,0.4505376344086022,0.17671822731828774,0.537143461770832,0.5494623655913978,0.8232817726817121,0.5494623655913978,3
NaN,NaN,0.0,509.0,92.15053763440861,0.45268817204301076,NaN,0.0,NaN,421.0,0.34414998132268876,579.9715777084567,0.6236253523746846,0.2213908461860936,0.0,0.0,930.0,930.0,0.0,54.73118279569893,45.26881720430107,0.0,NaN,NaN,77.67741363767142,0.3470625531440375,0.0,1.0,NaN,0.0,0.5462302425476361,0.7696844732086667,0.45268817204301076,0.18412405413446772,0.533588228098121,0.5473118279569893,0.8158759458655324,0.5473118279569893,4
NaN,NaN,0.0,502.0,92.47311827956989,0.46021505376344085,NaN,0.0,NaN,428.0,0.3337830125045401,583.6421859277536,0.6275722429330685,0.22044626044074223,0.0,0.0,930.0,930.0,0.0,53.97849462365591,46.02150537634409,0.0,NaN,NaN,77.34599533866817,0.3455608925188214,0.0,1.0,NaN,0.0,0.5506482348599437,0.7763934109842855,0.46021505376344085,0.18335937787007978,0.5249532750277525,0.5397849462365591,0.8166406221299203,0.5397849462365591,5
NaN,NaN,0.0,510.0,91.39784946236558,0.45161290322580644,NaN,0.0,NaN,420.0,0.34628490329836575,591.9310075928767,0.6364849544009427,0.21897111675596725,0.0,0.0,930.0,930.0,0.0,54.83870967741935,45.16129032258065,0.0,NaN,NaN,76.82842495059106,0.3441337693057694,0.0,1.0,NaN,0.0,0.5556447114920511,0.7779923192739983,0.45161290322580644,0.18235134865695143,0.5335018208549431,0.5483870967741935,0.8176486513430486,0.5483870967741935,6
NaN,NaN,0.0,503.0,91.72043010752688,0.4591397849462366,NaN,0.0,NaN,427.0,0.33708380979408553,589.6032538913942,0.6339819934316067,0.2193687647746722,0.0,0.0,930.0,930.0,0.0,54.086021505376344,45.913978494623656,0.0,NaN,NaN,76.96794413199895,0.34438756908337514,0.0,1.0,NaN,0.0,0.5519635229845208,0.7782216794824541,0.4591397849462366,0.1806745839081747,0.5259212123195237,0.5408602150537635,0.8193254160918252,0.5408602150537635,7
NaN,NaN,0.0,507.0,91.61290322580645,0.45483870967741935,NaN,0.0,NaN,423.0,0.3411292200037852,592.4415269582429,0.6370338999550998,0.21932881774866508,0.0,0.0,930.0,930.0,0.0,54.516129032258064,45.483870967741936,0.0,NaN,NaN,76.95392827851553,0.3457931076733794,0.0,1.0,NaN,0.0,0.5495635188303717,0.7746615228751097,0.45483870967741935,0.1835882795971143,0.5301612738290412,0.5451612903225806,0.8164117204028857,0.5451612903225806,8
NaN,NaN,0.0,512.0,91.0752688172043,0.44946236559139785,NaN,0.0,NaN,418.0,0.34946860048897793,591.6343903429691,0.6361660111214722,0.22038743916912049,0.0,0.0,930.0,930.0,0.0,55.053763440860216,44.946236559139784,0.0,NaN,NaN,77.32535724849775,0.3450049703888655,0.0,1.0,NaN,0.0,0.5584823719253612,0.7736596346250983,0.44946236559139785,0.1806888089098925,0.5359406143686387,0.5505376344086022,0.8193111910901074,0.5505376344086022,9
NaN,NaN,0.0,494.0,92.15053763440861,0.46881720430107526,NaN,0.0,NaN,436.0,0.32514479728380263,586.4338042873724,0.6305739831047015,0.2204609983386355,0.0,0.0,930.0,930.0,0.0,53.11827956989247,46.88172043010753,0.0,NaN,NaN,77.35116629225804,0.3459393348432234,0.0,1.0,NaN,0.0,0.5514007653821589,0.7771355904298711,0.46881720430107526,0.18004762037261343,0.5186842763838678,0.5311827956989247,0.8199523796273865,0.5311827956989247,10
